Selected Gene,Selected Gene name,Selected TSS,Overlapping Gene,Overlapping Gene name,Overlapping TSS
ENSG00000174013,FBXO45,196568660,ENSG00000185798,WDR53,196568554
ENSG00000185798,WDR53,196568554,ENSG00000174013,FBXO45,196568660
ENSG00000163634,THOC7,63863805,ENSG00000163635,ATXN7,63863867
ENSG00000154767,XPC,14178601,ENSG00000170860,LSM3,14178817
ENSG00000144840,RABL3,120742516,ENSG00000153767,GTF2E1,120742744
ENSG00000163635,ATXN7,63863867,ENSG00000163634,THOC7,63863805
ENSG00000214160,ALG3,184248962,ENSG00000284753,EEF1AKMT4,184249672
ENSG00000284753,EEF1AKMT4,184249672,ENSG00000214160,ALG3,184248962
ENSG00000114859,CLCN2,184361605,ENSG00000163882,POLR2H,184361710
ENSG00000114742,WDR48,39052016,ENSG00000168356,SCN11A,39051944
ENSG00000136522,MRPL47,179604638,ENSG00000136521,NDUFB5,179604794
ENSG00000168356,SCN11A,39051944,ENSG00000114742,WDR48,39052016
ENSG00000034533,ASTE1,131026825,ENSG00000114670,NEK11,131026877
ENSG00000114395,CYB561D2,50350862,ENSG00000114388,NPRL2,50350775
ENSG00000164068,RNF123,49689557,ENSG00000173531,MST1,49689474
ENSG00000173531,MST1,49689474,ENSG00000164068,RNF123,49689557
ENSG00000114648,KLHL18,47282944,ENSG00000088727,KIF9,47282799
ENSG00000183770,FOXL2,138947137,ENSG00000206262,FOXL2NB,138947217
ENSG00000206262,FOXL2NB,138947217,ENSG00000183770,FOXL2,138947137
ENSG00000114209,PDCD10,167734892,ENSG00000163536,SERPINI1,167735721
ENSG00000163536,SERPINI1,167735721,ENSG00000114209,PDCD10,167734892
ENSG00000114767,RRP9,51941904,ENSG00000041880,PARP3,51942363
ENSG00000163930,BAP1,52410008,ENSG00000010318,PHF7,52410660
ENSG00000174007,CEP19,196712250,ENSG00000163964,PIGX,196712377
ENSG00000240303,ACAD11,132659809,ENSG00000081307,UBA5,132660329
ENSG00000081307,UBA5,132660329,ENSG00000240303,ACAD11,132659809
ENSG00000129055,ANAPC13,134485985,ENSG00000182923,CEP63,134486057
ENSG00000163320,CGGBP1,88059005,ENSG00000175105,ZNF654,88059255
ENSG00000175105,ZNF654,88059255,ENSG00000163320,CGGBP1,88059005
ENSG00000136521,NDUFB5,179604794,ENSG00000136522,MRPL47,179604638
ENSG00000067560,RHOA,49411976,ENSG00000145022,TCTA,49412423
ENSG00000178700,DHFR2,94062916,ENSG00000178694,NSUN3,94063061
ENSG00000178694,NSUN3,94063061,ENSG00000178700,DHFR2,94062916
ENSG00000041880,PARP3,51942363,ENSG00000114767,RRP9,51941904
ENSG00000206562,METTL6,15427544,ENSG00000144597,EAF1,15427598
ENSG00000144597,EAF1,15427598,ENSG00000206562,METTL6,15427544
ENSG00000131373,HACL1,15601569,ENSG00000169814,BTD,15601745
ENSG00000164051,CCDC51,48440119,ENSG00000232112,TMA7,48440257
ENSG00000232112,TMA7,48440257,ENSG00000164051,CCDC51,48440119
ENSG00000241553,ARPC4,9793082,ENSG00000171148,TADA3,9792473
ENSG00000163964,PIGX,196712377,ENSG00000174007,CEP19,196712250
ENSG00000016391,CHDH,53846419,ENSG00000056736,IL17RB,53846568
ENSG00000056736,IL17RB,53846568,ENSG00000016391,CHDH,53846419
ENSG00000171148,TADA3,9792473,ENSG00000241553,ARPC4,9793082
ENSG00000129071,MBD4,129439948,ENSG00000163913,IFT122,129440224
ENSG00000182923,CEP63,134486057,ENSG00000129055,ANAPC13,134485985
ENSG00000088727,KIF9,47282799,ENSG00000114648,KLHL18,47282944
ENSG00000144895,EIF2A,150546787,ENSG00000120742,SERP1,150546496
ENSG00000173226,IQCB1,121835060,ENSG00000145088,EAF2,121835209
ENSG00000145088,EAF2,121835209,ENSG00000173226,IQCB1,121835060
ENSG00000010318,PHF7,52410660,ENSG00000163930,BAP1,52410008
ENSG00000163507,CIP2A,108589438,ENSG00000198919,DZIP3,108589722
ENSG00000163882,POLR2H,184361710,ENSG00000114859,CLCN2,184361605
ENSG00000171757,LRRC34,169812904,ENSG00000188306,LRRIQ4,169812870
ENSG00000188306,LRRIQ4,169812870,ENSG00000171757,LRRC34,169812904
ENSG00000114503,NCBP2,196942528,ENSG00000270170,NCBP2AS2,196942674
ENSG00000270170,NCBP2AS2,196942674,ENSG00000114503,NCBP2,196942528
ENSG00000160124,MIX23,122383231,ENSG00000114023,FAM162A,122384182
ENSG00000114023,FAM162A,122384182,ENSG00000160124,MIX23,122383231
ENSG00000138496,PARP9,122564300,ENSG00000163840,DTX3L,122564338
ENSG00000163840,DTX3L,122564338,ENSG00000138496,PARP9,122564300
ENSG00000145022,TCTA,49412423,ENSG00000067560,RHOA,49411976
ENSG00000114473,IQCG,197959991,ENSG00000185621,LMLN,197960217
ENSG00000185621,LMLN,197960217,ENSG00000114473,IQCG,197959991
ENSG00000114745,GORASP1,39107627,ENSG00000168026,TTC21A,39107680
ENSG00000154813,DPH3,16264943,ENSG00000154814,OXNAD1,16265212
ENSG00000154814,OXNAD1,16265212,ENSG00000154813,DPH3,16264943
ENSG00000163913,IFT122,129440224,ENSG00000129071,MBD4,129439948
ENSG00000144645,OSBPL10,31981262,ENSG00000197385,ZNF860,31981750
ENSG00000197385,ZNF860,31981750,ENSG00000144645,OSBPL10,31981262
ENSG00000163617,CCDC191,114056526,ENSG00000151576,QTRT2,114056737
ENSG00000151576,QTRT2,114056737,ENSG00000163617,CCDC191,114056526
ENSG00000163938,GNL3,52686032,ENSG00000163939,PBRM1,52685913
ENSG00000016864,GLT8D1,52705791,ENSG00000114902,SPCS1,52706106
ENSG00000114902,SPCS1,52706106,ENSG00000016864,GLT8D1,52705791
ENSG00000168026,TTC21A,39107680,ENSG00000114745,GORASP1,39107627
ENSG00000121579,NAA50,113746249,ENSG00000114573,ATP6V1A,113747035
ENSG00000163807,KIAA1143,44761619,ENSG00000163808,KIF15,44761794
ENSG00000163808,KIF15,44761794,ENSG00000163807,KIAA1143,44761619
ENSG00000075914,EXOSC7,44976244,ENSG00000163812,ZDHHC3,44976174
ENSG00000163812,ZDHHC3,44976174,ENSG00000075914,EXOSC7,44976244
ENSG00000114573,ATP6V1A,113747035,ENSG00000121579,NAA50,113746249
ENSG00000153767,GTF2E1,120742744,ENSG00000144840,RABL3,120742516
ENSG00000163939,PBRM1,52685913,ENSG00000163938,GNL3,52686032
ENSG00000197885,NKIRAS1,23916990,ENSG00000174748,RPL15,23917132
ENSG00000174748,RPL15,23917132,ENSG00000197885,NKIRAS1,23916990
ENSG00000169814,BTD,15601745,ENSG00000131373,HACL1,15601569
ENSG00000178567,EPM2AIP1,36993131,ENSG00000076242,MLH1,36993518
ENSG00000076242,MLH1,36993518,ENSG00000178567,EPM2AIP1,36993131
ENSG00000163528,CHCHD4,14124870,ENSG00000170876,TMEM43,14125052
ENSG00000170876,TMEM43,14125052,ENSG00000163528,CHCHD4,14124870
ENSG00000068885,IFT80,160399225,ENSG00000113810,SMC4,160399650
ENSG00000113810,SMC4,160399650,ENSG00000068885,IFT80,160399225
ENSG00000163029,SMC6,17753810,ENSG00000178295,GEN1,17754138
ENSG00000084754,HADHA,26244632,ENSG00000138029,HADHB,26244939
ENSG00000178295,GEN1,17754138,ENSG00000163029,SMC6,17753810
ENSG00000138029,HADHB,26244939,ENSG00000084754,HADHA,26244632
ENSG00000143951,WDPCP,63588477,ENSG00000014641,MDH1,63588963
ENSG00000243667,DNAAF10,68157527,ENSG00000115946,PNO1,68157888
ENSG00000115946,PNO1,68157888,ENSG00000243667,DNAAF10,68157527
ENSG00000115239,ASB3,53786953,ENSG00000068912,ERLEC1,53787044
ENSG00000135951,TSGA10,99154942,ENSG00000144182,LIPT1,99154967
ENSG00000144021,CIAO1,96266225,ENSG00000135956,TMEM127,96265997
ENSG00000186132,C2orf76,119366834,ENSG00000155368,DBI,119366977
ENSG00000198142,SOWAHC,109614364,ENSG00000186522,SEPTIN10,109613966
ENSG00000136718,IMP4,130342897,ENSG00000136710,CCDC115,130342164
ENSG00000186522,SEPTIN10,109613966,ENSG00000198142,SOWAHC,109614364
ENSG00000138400,MDH1B,206765328,ENSG00000118246,FASTKD2,206765606
ENSG00000118246,FASTKD2,206765606,ENSG00000138400,MDH1B,206765328
ENSG00000136710,CCDC115,130342164,ENSG00000136718,IMP4,130342897
ENSG00000121988,ZRANB3,135531218,ENSG00000048991,R3HDM1,135531484
ENSG00000168397,ATG4B,241637693,ENSG00000176946,THAP4,241637158
ENSG00000168385,SEPTIN2,241315925,ENSG00000115677,HDLBP,241315672
ENSG00000250565,ATP6V1E2,46542577,ENSG00000119729,RHOQ,46542490
ENSG00000119729,RHOQ,46542490,ENSG00000250565,ATP6V1E2,46542577
ENSG00000151665,PIGF,46617041,ENSG00000119878,CRIPT,46617215
ENSG00000119878,CRIPT,46617215,ENSG00000151665,PIGF,46617041
ENSG00000008869,HEATR5B,37084372,ENSG00000152133,GPATCH11,37084518
ENSG00000115816,CEBPZ,37231596,ENSG00000003509,NDUFAF7,37231658
ENSG00000003509,NDUFAF7,37231658,ENSG00000115816,CEBPZ,37231596
ENSG00000005448,WDR54,74421730,ENSG00000284308,C2orf81,74421619
ENSG00000115282,TTC31,74483081,ENSG00000135637,CCDC142,74482998
ENSG00000135637,CCDC142,74482998,ENSG00000115282,TTC31,74483081
ENSG00000115317,HTRA2,74529933,ENSG00000115307,AUP1,74529706
ENSG00000115307,AUP1,74529706,ENSG00000115317,HTRA2,74529933
ENSG00000132300,PTCD3,86106235,ENSG00000068654,POLR1A,86105886
ENSG00000138078,PREPL,44361494,ENSG00000143919,CAMKMT,44361947
ENSG00000135956,TMEM127,96265997,ENSG00000144021,CIAO1,96266225
ENSG00000163516,ANKZF1,219229806,ENSG00000198925,ATG9A,219229636
ENSG00000198925,ATG9A,219229636,ENSG00000163516,ANKZF1,219229806
ENSG00000163521,GLB1L,219245444,ENSG00000115661,STK16,219245479
ENSG00000115661,STK16,219245479,ENSG00000163521,GLB1L,219245444
ENSG00000243910,TUBA4B,219253243,ENSG00000127824,TUBA4A,219253918
ENSG00000152082,MZT2B,130182262,ENSG00000136699,SMPD4,130181602
ENSG00000153832,FBXO36,229922503,ENSG00000153827,TRIP12,229922009
ENSG00000162994,CLHC1,55232293,ENSG00000143947,RPS27A,55232688
ENSG00000014641,MDH1,63588963,ENSG00000143951,WDPCP,63588477
ENSG00000115234,SNX17,27370616,ENSG00000115211,EIF2B4,27370338
ENSG00000115947,ORC4,148020737,ENSG00000204406,MBD5,148021091
ENSG00000204406,MBD5,148021091,ENSG00000115947,ORC4,148020737
ENSG00000221944,TIGD1,232550557,ENSG00000135930,EIF4E2,232550689
ENSG00000144182,LIPT1,99154967,ENSG00000135951,TSGA10,99154942
ENSG00000158411,MITD1,99181058,ENSG00000185414,MRPL30,99181184
ENSG00000185414,MRPL30,99181184,ENSG00000158411,MITD1,99181058
ENSG00000162971,TYW5,199955491,ENSG00000162972,MAIP1,199955582
ENSG00000115541,HSPE1,197500379,ENSG00000144381,HSPD1,197499840
ENSG00000154479,CFAP210,169694405,ENSG00000144362,PHOSPHO2,169694469
ENSG00000144362,PHOSPHO2,169694469,ENSG00000154479,CFAP210,169694405
ENSG00000144381,HSPD1,197499840,ENSG00000115541,HSPE1,197500379
ENSG00000180228,PRKRA,178451175,ENSG00000204311,PJVK,178451378
ENSG00000204311,PJVK,178451378,ENSG00000180228,PRKRA,178451175
ENSG00000124006,OBSL1,219571539,ENSG00000123999,INHA,219572310
ENSG00000123999,INHA,219572310,ENSG00000124006,OBSL1,219571539
ENSG00000138433,CIR1,174395712,ENSG00000144306,SCRN3,174395730
ENSG00000144306,SCRN3,174395730,ENSG00000138433,CIR1,174395712
ENSG00000163214,DHX57,38875934,ENSG00000188010,MORN2,38875976
ENSG00000135913,USP37,218568351,ENSG00000144580,CNOT9,218568839
ENSG00000074582,BCS1L,218659683,ENSG00000115568,ZNF142,218659623
ENSG00000163481,RNF25,218672002,ENSG00000163482,STK36,218672086
ENSG00000163482,STK36,218672086,ENSG00000163481,RNF25,218672002
ENSG00000115568,ZNF142,218659623,ENSG00000074582,BCS1L,218659683
ENSG00000188760,TMEM198,219544028,ENSG00000123989,CHPF,219543809
ENSG00000115318,LOXL3,74553942,ENSG00000115325,DOK1,74554720
ENSG00000115993,TRAK2,201451458,ENSG00000082146,STRADB,201451740
ENSG00000082146,STRADB,201451740,ENSG00000115993,TRAK2,201451458
ENSG00000138092,CENPO,24793425,ENSG00000184924,PTRHD1,24793391
ENSG00000143947,RPS27A,55232688,ENSG00000162994,CLHC1,55232293
ENSG00000184924,PTRHD1,24793391,ENSG00000138092,CENPO,24793425
ENSG00000119013,NDUFB3,201072001,ENSG00000155744,HYCC2,201071671
ENSG00000138075,ABCG5,43838839,ENSG00000143921,ABCG8,43838971
ENSG00000143921,ABCG8,43838971,ENSG00000138075,ABCG5,43838839
ENSG00000138380,CARF,202912275,ENSG00000138442,WDR12,202911673
ENSG00000068654,POLR1A,86105886,ENSG00000132300,PTCD3,86106235
ENSG00000115827,DCAF17,171434226,ENSG00000123600,METTL8,171433990
ENSG00000127824,TUBA4A,219253918,ENSG00000243910,TUBA4B,219253243
ENSG00000128699,ORMDL1,189784339,ENSG00000064933,PMS1,189784450
ENSG00000169031,COL4A3,227164624,ENSG00000081052,COL4A4,227164205
ENSG00000081052,COL4A4,227164205,ENSG00000169031,COL4A3,227164624
ENSG00000123600,METTL8,171433990,ENSG00000115827,DCAF17,171434226
ENSG00000284308,C2orf81,74421619,ENSG00000005448,WDR54,74421730
ENSG00000155744,HYCC2,201071671,ENSG00000119013,NDUFB3,201072001
ENSG00000138442,WDR12,202911673,ENSG00000138380,CARF,202912275
ENSG00000176714,CCDC121,27629012,ENSG00000198522,GPN1,27629050
ENSG00000198522,GPN1,27629050,ENSG00000176714,CCDC121,27629012
ENSG00000119760,SUPT7L,27663614,ENSG00000163798,SLC4A1AP,27663889
ENSG00000196290,NIF3L1,200889371,ENSG00000240344,PPIL3,200889077
ENSG00000176946,THAP4,241637158,ENSG00000168397,ATG4B,241637693
ENSG00000064933,PMS1,189784450,ENSG00000128699,ORMDL1,189784339
ENSG00000138018,SELENOI,26346143,ENSG00000173567,ADGRF3,26346789
ENSG00000155368,DBI,119366977,ENSG00000186132,C2orf76,119366834
ENSG00000188010,MORN2,38875976,ENSG00000163214,DHX57,38875934
ENSG00000173567,ADGRF3,26346789,ENSG00000138018,SELENOI,26346143
ENSG00000138074,SLC5A6,27212268,ENSG00000138085,ATRAID,27212041
ENSG00000138085,ATRAID,27212041,ENSG00000138074,SLC5A6,27212268
ENSG00000023228,NDUFS1,206159444,ENSG00000114942,EEF1B2,206159895
ENSG00000114942,EEF1B2,206159895,ENSG00000023228,NDUFS1,206159444
ENSG00000127837,AAMP,218270137,ENSG00000127838,PNKD,218270519
ENSG00000127838,PNKD,218270519,ENSG00000127837,AAMP,218270137
ENSG00000042445,RETSAT,85354528,ENSG00000115459,ELMOD3,85354769
ENSG00000115459,ELMOD3,85354769,ENSG00000042445,RETSAT,85354528
ENSG00000135930,EIF4E2,232550689,ENSG00000221944,TIGD1,232550557
ENSG00000068912,ERLEC1,53787044,ENSG00000115239,ASB3,53786953
ENSG00000123989,CHPF,219543809,ENSG00000188760,TMEM198,219544028
ENSG00000162972,MAIP1,199955582,ENSG00000162971,TYW5,199955491
ENSG00000124370,MCEE,71130229,ENSG00000124383,MPHOSPH10,71130634
ENSG00000136699,SMPD4,130181602,ENSG00000152082,MZT2B,130182262
ENSG00000152133,GPATCH11,37084518,ENSG00000008869,HEATR5B,37084372
ENSG00000115325,DOK1,74554720,ENSG00000115318,LOXL3,74553942
ENSG00000115211,EIF2B4,27370338,ENSG00000115234,SNX17,27370616
ENSG00000171174,RBKS,27890387,ENSG00000158019,BABAM2,27890729
ENSG00000124383,MPHOSPH10,71130634,ENSG00000124370,MCEE,71130229
ENSG00000219626,FAM228B,24123469,ENSG00000176732,PFN4,24123334
ENSG00000176732,PFN4,24123334,ENSG00000219626,FAM228B,24123469
ENSG00000163798,SLC4A1AP,27663889,ENSG00000119760,SUPT7L,27663614
ENSG00000162927,PUS10,61018255,ENSG00000162928,PEX13,61017720
ENSG00000162928,PEX13,61017720,ENSG00000162927,PUS10,61018255
ENSG00000119185,ITGB1BP1,9423528,ENSG00000119203,CPSF3,9423654
ENSG00000119203,CPSF3,9423654,ENSG00000119185,ITGB1BP1,9423528
ENSG00000153827,TRIP12,229922009,ENSG00000153832,FBXO36,229922503
ENSG00000035115,SH3YL1,264032,ENSG00000143727,ACP1,264947
ENSG00000143727,ACP1,264947,ENSG00000035115,SH3YL1,264032
ENSG00000204923,FBXO48,68467294,ENSG00000169621,APLF,68467585
ENSG00000169621,APLF,68467585,ENSG00000204923,FBXO48,68467294
ENSG00000240344,PPIL3,200889077,ENSG00000196290,NIF3L1,200889371
ENSG00000183513,COA5,98608512,ENSG00000115446,UNC50,98608589
ENSG00000115446,UNC50,98608589,ENSG00000183513,COA5,98608512
ENSG00000158019,BABAM2,27890729,ENSG00000171174,RBKS,27890387
ENSG00000153237,CCDC148,158456753,ENSG00000144283,PKP4,158456952
ENSG00000144283,PKP4,158456952,ENSG00000153237,CCDC148,158456753
ENSG00000048991,R3HDM1,135531484,ENSG00000121988,ZRANB3,135531218
ENSG00000143919,CAMKMT,44361947,ENSG00000138078,PREPL,44361494
ENSG00000115687,PASK,241149472,ENSG00000115685,PPP1R7,241150467
ENSG00000115685,PPP1R7,241150467,ENSG00000115687,PASK,241149472
ENSG00000115677,HDLBP,241315672,ENSG00000168385,SEPTIN2,241315925
ENSG00000115425,PECR,216081809,ENSG00000163449,TMEM169,216081919
ENSG00000163449,TMEM169,216081919,ENSG00000115425,PECR,216081809
ENSG00000144580,CNOT9,218568839,ENSG00000135913,USP37,218568351
ENSG00000173614,NMNAT1,9943475,ENSG00000162441,LZIC,9943391
ENSG00000157916,RER1,2391841,ENSG00000116151,MORN1,2391554
ENSG00000060688,SNRNP40,31296788,ENSG00000121766,ZCCHC17,31297032
ENSG00000142684,ZNF593,26169908,ENSG00000282872,C1orf232,26168963
ENSG00000282872,C1orf232,26168963,ENSG00000142684,ZNF593,26169908
ENSG00000116151,MORN1,2391554,ENSG00000157916,RER1,2391841
ENSG00000116205,TCEANC2,54053608,ENSG00000116209,TMEM59,54053204
ENSG00000116212,LRRC42,53946350,ENSG00000081870,IFT25,53945699
ENSG00000203965,EFCAB7,63523525,ENSG00000142856,ITGB3BP,63523225
ENSG00000134748,PRPF38A,52404602,ENSG00000085840,ORC1,52404423
ENSG00000198198,SZT2,43389899,ENSG00000159479,MED8,43389800
ENSG00000196505,GDAP2,117929621,ENSG00000065183,WDR3,117929739
ENSG00000065183,WDR3,117929739,ENSG00000196505,GDAP2,117929621
ENSG00000163156,SCNM1,151166144,ENSG00000163155,LYSMD1,151165902
ENSG00000171943,SRGAP2C,121184975,ENSG00000188610,FAM72B,121184340
ENSG00000163155,LYSMD1,151165902,ENSG00000163156,SCNM1,151166144
ENSG00000143158,MPC2,167937072,ENSG00000143164,DCAF6,167936683
ENSG00000000460,C1orf112,169795040,ENSG00000171806,METTL18,169794907
ENSG00000143156,NME7,169367797,ENSG00000117475,BLZF1,169368195
ENSG00000047410,TPR,186375253,ENSG00000157181,ODR4,186375838
ENSG00000171806,METTL18,169794907,ENSG00000000460,C1orf112,169795040
ENSG00000162851,TFB2M,246566261,ENSG00000162852,CNST,246566456
ENSG00000143493,INTS7,212035557,ENSG00000143476,DTL,212035748
ENSG00000092978,GPATCH2,217631090,ENSG00000162814,SPATA17,217631344
ENSG00000162814,SPATA17,217631344,ENSG00000092978,GPATCH2,217631090
ENSG00000143476,DTL,212035748,ENSG00000143493,INTS7,212035557
ENSG00000121486,TRMT1L,185156953,ENSG00000116668,SWT1,185157167
ENSG00000162852,CNST,246566456,ENSG00000162851,TFB2M,246566261
ENSG00000116209,TMEM59,54053204,ENSG00000116205,TCEANC2,54053608
ENSG00000116668,SWT1,185157167,ENSG00000121486,TRMT1L,185156953
ENSG00000116906,GNPAT,231241212,ENSG00000143633,C1orf131,231241175
ENSG00000157181,ODR4,186375838,ENSG00000047410,TPR,186375253
ENSG00000117697,NSL1,212791777,ENSG00000203705,TATDN3,212791894
ENSG00000010072,SPRTN,231338293,ENSG00000116903,EXOC8,231337852
ENSG00000203705,TATDN3,212791894,ENSG00000117697,NSL1,212791777
ENSG00000116903,EXOC8,231337852,ENSG00000010072,SPRTN,231338293
ENSG00000007341,ST7L,112619141,ENSG00000116489,CAPZA1,112619832
ENSG00000054282,SDCCAG8,243256041,ENSG00000143702,CEP170,243255281
ENSG00000054267,ARID4B,235328179,ENSG00000152904,GGPS1,235328570
ENSG00000163463,KRTCAP2,155173304,ENSG00000163462,TRIM46,155173849
ENSG00000169231,THBS3,155207897,ENSG00000173171,MTX1,155208695
ENSG00000143633,C1orf131,231241175,ENSG00000116906,GNPAT,231241212
ENSG00000132773,TOE1,45340170,ENSG00000132781,MUTYH,45339970
ENSG00000280670,CCDC163,45500073,ENSG00000132763,MMACHC,45500300
ENSG00000132763,MMACHC,45500300,ENSG00000280670,CCDC163,45500073
ENSG00000132676,DAP3,155689091,ENSG00000163374,YY1AP1,155688774
ENSG00000160803,UBQLN4,156053798,ENSG00000116586,LAMTOR2,156054782
ENSG00000163468,CCT3,156338292,ENSG00000163467,TSACC,156338526
ENSG00000162521,RBBP4,32651208,ENSG00000176261,ZBTB8OS,32650550
ENSG00000116497,S100PBP,32817653,ENSG00000134684,YARS1,32817358
ENSG00000126106,TMEM53,44674481,ENSG00000198520,ARMH1,44674714
ENSG00000198520,ARMH1,44674714,ENSG00000126106,TMEM53,44674481
ENSG00000126107,HECTD3,45011324,ENSG00000126088,UROD,45012254
ENSG00000126088,UROD,45012254,ENSG00000126107,HECTD3,45011324
ENSG00000162408,NOL9,6554513,ENSG00000173662,TAS1R1,6555307
ENSG00000173662,TAS1R1,6555307,ENSG00000162408,NOL9,6554513
ENSG00000186063,AIDA,222712491,ENSG00000162819,BROX,222712564
ENSG00000162819,BROX,222712564,ENSG00000186063,AIDA,222712491
ENSG00000164010,ERMAP,42817122,ENSG00000177868,SVBP,42817397
ENSG00000116198,CEP104,3857211,ENSG00000169598,DFFB,3857476
ENSG00000169598,DFFB,3857476,ENSG00000116198,CEP104,3857211
ENSG00000116747,RO60,193059612,ENSG00000116750,UCHL5,193059360
ENSG00000163467,TSACC,156338526,ENSG00000163468,CCT3,156338292
ENSG00000243710,CFAP57,43172330,ENSG00000117395,EBNA1BP2,43172290
ENSG00000117395,EBNA1BP2,43172290,ENSG00000243710,CFAP57,43172330
ENSG00000121766,ZCCHC17,31297032,ENSG00000060688,SNRNP40,31296788
ENSG00000142856,ITGB3BP,63523225,ENSG00000203965,EFCAB7,63523525
ENSG00000135763,URB2,229626247,ENSG00000135801,TAF5L,229626122
ENSG00000085840,ORC1,52404423,ENSG00000134748,PRPF38A,52404602
ENSG00000117385,P3H1,42767028,ENSG00000164008,C1orf50,42767249
ENSG00000162526,TSSK3,32362539,ENSG00000225828,FAM229A,32362485
ENSG00000117593,DARS2,173824673,ENSG00000120334,CENPL,173824883
ENSG00000143256,PFDN2,161118037,ENSG00000158793,NIT1,161118105
ENSG00000158793,NIT1,161118105,ENSG00000143256,PFDN2,161118037
ENSG00000156171,DRAM2,111140093,ENSG00000134255,CEPT1,111140223
ENSG00000169291,SHE,154502412,ENSG00000163239,TDRD10,154502219
ENSG00000187980,PLA2G2C,20186518,ENSG00000162543,UBXN10,20186096
ENSG00000198160,MIER1,66924990,ENSG00000152763,DNAI4,66924856
ENSG00000116750,UCHL5,193059360,ENSG00000116747,RO60,193059612
ENSG00000081870,IFT25,53945699,ENSG00000116212,LRRC42,53946350
ENSG00000134183,GNAT2,109619616,ENSG00000116337,AMPD2,109619837
ENSG00000116221,MRPL37,54200167,ENSG00000215883,CYB5RL,54200030
ENSG00000163239,TDRD10,154502219,ENSG00000169291,SHE,154502412
ENSG00000159479,MED8,43389800,ENSG00000198198,SZT2,43389899
ENSG00000116337,AMPD2,109619837,ENSG00000134183,GNAT2,109619616
ENSG00000143319,ISG20L2,156728766,ENSG00000143303,METTL25B,156728469
ENSG00000143303,METTL25B,156728469,ENSG00000143319,ISG20L2,156728766
ENSG00000156876,SASS6,100132930,ENSG00000122435,TRMT13,100133163
ENSG00000162620,LRRIQ3,74198176,ENSG00000254685,FPGT,74198242
ENSG00000116791,CRYZ,74733050,ENSG00000162623,TYW3,74733152
ENSG00000162623,TYW3,74733152,ENSG00000116791,CRYZ,74733050
ENSG00000184260,H2AC20,149886918,ENSG00000184678,H2BC21,149886682
ENSG00000184678,H2BC21,149886682,ENSG00000184260,H2AC20,149886918
ENSG00000163374,YY1AP1,155688774,ENSG00000132676,DAP3,155689091
ENSG00000143740,SNAP47,227735435,ENSG00000081692,JMJD4,227735302
ENSG00000081692,JMJD4,227735302,ENSG00000143740,SNAP47,227735435
ENSG00000173171,MTX1,155208695,ENSG00000169231,THBS3,155207897
ENSG00000020129,NCDN,35557799,ENSG00000142687,KIAA0319L,35557403
ENSG00000174842,GLMN,92298987,ENSG00000122484,RPAP2,92299059
ENSG00000122484,RPAP2,92299059,ENSG00000174842,GLMN,92298987
ENSG00000176261,ZBTB8OS,32650550,ENSG00000162521,RBBP4,32651208
ENSG00000197622,CDC42SE1,151059622,ENSG00000213190,MLLT11,151060397
ENSG00000213190,MLLT11,151060397,ENSG00000197622,CDC42SE1,151059622
ENSG00000152763,DNAI4,66924856,ENSG00000198160,MIER1,66924990
ENSG00000254685,FPGT,74198242,ENSG00000162620,LRRIQ3,74198176
ENSG00000196550,FAM72A,206202839,ENSG00000266028,SRGAP2,206203541
ENSG00000266028,SRGAP2,206203541,ENSG00000196550,FAM72A,206202839
ENSG00000215883,CYB5RL,54200030,ENSG00000116221,MRPL37,54200167
ENSG00000120334,CENPL,173824883,ENSG00000117593,DARS2,173824673
ENSG00000189171,S100A13,153627505,ENSG00000160678,S100A1,153628434
ENSG00000160678,S100A1,153628434,ENSG00000189171,S100A13,153627505
ENSG00000117500,TMED5,93180413,ENSG00000122483,CCDC18,93180724
ENSG00000122483,CCDC18,93180724,ENSG00000117500,TMED5,93180413
ENSG00000177868,SVBP,42817397,ENSG00000164010,ERMAP,42817122
ENSG00000163354,DCST2,155033781,ENSG00000163357,DCST1,155033824
ENSG00000163357,DCST1,155033824,ENSG00000163354,DCST2,155033781
ENSG00000215784,FAM72D,145095974,ENSG00000196369,SRGAP2B,145095328
ENSG00000272031,ANKRD34A,145964575,ENSG00000121851,POLR3GL,145964690
ENSG00000121851,POLR3GL,145964690,ENSG00000272031,ANKRD34A,145964575
ENSG00000163462,TRIM46,155173849,ENSG00000163463,KRTCAP2,155173304
ENSG00000143164,DCAF6,167936683,ENSG00000143158,MPC2,167937072
ENSG00000122435,TRMT13,100133163,ENSG00000156876,SASS6,100132930
ENSG00000116489,CAPZA1,112619832,ENSG00000007341,ST7L,112619141
ENSG00000117475,BLZF1,169368195,ENSG00000143156,NME7,169367797
ENSG00000127125,PPCS,42456543,ENSG00000066185,ZMYND12,42456022
ENSG00000053372,MRTO4,19251805,ENSG00000127463,EMC1,19251524
ENSG00000053371,AKR7A2,19312144,ENSG00000040487,SLC66A1,19312326
ENSG00000040487,SLC66A1,19312326,ENSG00000053371,AKR7A2,19312144
ENSG00000127463,EMC1,19251524,ENSG00000053372,MRTO4,19251805
ENSG00000164008,C1orf50,42767249,ENSG00000117385,P3H1,42767028
ENSG00000116455,WDR77,111449256,ENSG00000116459,ATP5PB,111449464
ENSG00000116459,ATP5PB,111449464,ENSG00000116455,WDR77,111449256
